Name,Hangzhou,Huzhou,Jiaxing,Jinhua,Lishui,Ningbo,Shaoxing,Taizhou,Wenzhou
N_136,1,1.16E-10,4.52E-13,1.95E-13,1.26E-10,2.97E-12,1.56E-10,8.67E-13,1.22E-12
SRR14852362.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852387.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862530.result.fasta,1,0,0,0,0,0,0,0,0
N_132,0.999999999,4.20E-10,5.26E-12,2.75E-12,3.33E-10,2.35E-11,3.22E-10,9.02E-12,1.18E-11
SRR14852363.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852336.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852443.result.fasta,1,0,0,0,0,0,0,0,0
N_122,0.991950241,4.29E-05,4.62E-06,5.21E-06,0.007909914,5.60E-06,5.09E-05,6.79E-06,2.38E-05
N_121,0.999999989,2.08E-10,1.14E-12,7.02E-13,1.05E-08,4.59E-12,1.49E-10,2.19E-12,7.09E-12
SRR14852210.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852212.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852284.result.fasta,1,0,0,0,0,0,0,0,0
N_119,1,8.39E-15,8.63E-18,2.80E-18,5.66E-15,9.40E-17,5.68E-15,1.92E-17,2.66E-17
SRR14852290.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852285.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862498.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852283.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852291.result.fasta,1,0,0,0,0,0,0,0,0
N_111,3.34E-16,8.12E-16,4.15E-15,9.38E-16,0.999998184,3.97E-18,1.67E-18,3.17E-16,1.82E-06
HD0028188-ZZM20230014.result.fasta,0,0,0,0,1,0,0,0,0
HD0028191-ZZM20230017.result.fasta,0,0,0,0,1,0,0,0,0
HD0028193-ZZM20230019.result.fasta,0,0,0,0,1,0,0,0,0
HD0028271-ZZM20230282.result.fasta,0,0,0,0,0,0,0,0,1
HD0028272-ZZM20230283.result.fasta,0,0,0,0,0,0,0,0,1
HD0028275-ZZM20230286.result.fasta,0,0,0,0,0,0,0,0,1
N_94,8.97E-07,7.77E-07,5.76E-07,1.76E-06,0.999974981,1.36E-07,1.06E-07,7.91E-07,2.00E-05
HD0028178-ZZM20230004.result.fasta,0,0,0,0,1,0,0,0,0
HD0028182-ZZM20230008.result.fasta,0,0,0,0,1,0,0,0,0
N_104,5.28E-09,4.91E-07,5.06E-05,1.16E-05,0.997232191,4.26E-08,1.69E-08,5.91E-06,0.002699152
HD0028183-ZZM20230009.result.fasta,0,0,0,0,1,0,0,0,0
HD0028263-ZZM20230274.result.fasta,0,0,0,0,0,0,0,0,1
HD0028265-ZZM20230276.result.fasta,0,0,0,0,0,0,0,0,1
HD0028293-ZZM2023330.result.fasta,0,0,0,1,0,0,0,0,0
N_100,0.000125997,0.000953511,0.605230341,0.002052521,0.348241438,0.000237266,0.000177209,0.040289027,0.00269269
HD0028242-ZZM20230075.result.fasta,0,0,0,0,0,0,0,1,0
N_98,3.44E-05,0.000467379,0.884221929,0.000571196,0.101852928,7.82E-05,5.98E-05,0.011584515,0.001129697
HD0028224-ZZM20230054.result.fasta,0,0,1,0,0,0,0,0,0
HD0028226-ZZM20230056.result.fasta,0,0,1,0,0,0,0,0,0
N_91,4.26E-11,1.60E-10,8.22E-11,6.93E-10,0.999999128,1.47E-11,1.02E-11,4.66E-09,8.66E-07
HD0028180-ZZM20230006.result.fasta,0,0,0,0,1,0,0,0,0
HD0028185-ZZM20230011.result.fasta,0,0,0,0,1,0,0,0,0
HD0028247-ZZM20230080.result.fasta,0,0,0,0,0,0,0,1,0
N_87,8.38E-09,2.37E-08,1.71E-08,3.28E-08,0.998554423,4.51E-09,2.10E-09,1.40E-08,0.001445475
HD0028194-ZZM20230020.result.fasta,0,0,0,0,1,0,0,0,0
HD0028276-ZZM20230287.result.fasta,0,0,0,0,0,0,0,0,1
N_84,3.52E-08,9.34E-08,7.18E-08,1.24E-07,0.996642147,2.09E-08,1.01E-08,5.59E-08,0.003357442
HD0028179-ZZM20230005.result.fasta,0,0,0,0,1,0,0,0,0
N_82,7.78E-08,3.64E-07,3.01E-07,3.95E-07,0.990596399,9.74E-08,3.64E-08,1.81E-07,0.009402149
HD0028176-ZZM20230002.result.fasta,0,0,0,0,1,0,0,0,0
HD0028266-ZZM20230277.result.fasta,0,0,0,0,0,0,0,0,1
HD0028278-ZZM20230290.result.fasta,0,0,0,0,0,0,0,0,1
N_730,0.999999451,5.34E-08,6.04E-10,2.49E-10,4.17E-07,2.51E-09,2.27E-08,7.04E-10,5.23E-08
N_637,1.08E-06,7.05E-07,3.05E-07,9.84E-08,4.72E-05,3.27E-07,1.15E-07,8.00E-08,0.999950056
HD0028262-ZZM20230273.result.fasta,0,0,0,0,0,0,0,0,1
HD0028267-ZZM20230278.result.fasta,0,0,0,0,0,0,0,0,1
HD0028273-ZZM20230284.result.fasta,0,0,0,0,0,0,0,0,1
HD0028274-ZZM20230285.result.fasta,0,0,0,0,0,0,0,0,1
N_729,0.999999734,8.92E-08,3.58E-09,2.36E-09,7.59E-08,1.04E-08,7.25E-08,5.41E-09,6.94E-09
N_728,0.999994717,1.73E-06,8.51E-08,5.88E-08,1.46E-06,2.30E-07,1.44E-06,1.25E-07,1.64E-07
SRR14852143.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862586.result.fasta,1,0,0,0,0,0,0,0,0
N_725,1,4.53E-29,4.41E-37,1.83E-38,1.20E-29,2.66E-34,1.92E-29,2.98E-36,6.87E-36
SRR14852118.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852119.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852134.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852216.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852217.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852360.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852380.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852393.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852394.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852423.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852432.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852467.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862504.result.fasta,1,0,0,0,0,0,0,0,0
N_714,0.999999936,2.36E-08,3.57E-10,1.99E-10,1.82E-08,1.46E-09,1.86E-08,5.91E-10,8.07E-10
SRR14852150.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862578.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862612.result.fasta,1,0,0,0,0,0,0,0,0
N_707,1,4.06E-107,1.48E-142,6.78E-149,7.85E-110,3.38E-130,1.19E-108,4.77E-139,1.37E-137
SRR14862543.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852435.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852379.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862569.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862564.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852355.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852452.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852318.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862532.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852354.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862579.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852480.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852338.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852416.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862501.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852256.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862545.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852488.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852337.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852372.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852342.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852177.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852245.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862526.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852267.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852313.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852120.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852415.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852348.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852433.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852478.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852287.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852411.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862553.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862556.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852371.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852489.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852289.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852176.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852320.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852341.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852418.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852456.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852340.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852346.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852234.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852305.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852123.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862520.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852319.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852477.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852344.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852315.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852454.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852446.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862510.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862547.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852312.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852317.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852434.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852343.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862523.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852445.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852339.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852253.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852347.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862522.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852117.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852373.result.fasta,1,0,0,0,0,0,0,0,0
N_391,0.999769619,1.27E-05,1.15E-08,1.04E-08,0.000217033,3.34E-07,6.67E-08,2.13E-08,1.61E-07
HD0028190-ZZM20230016.result.fasta,0,0,0,0,1,0,0,0,0
N_330,0.998161468,0.000904804,2.43E-06,2.07E-06,0.000811864,9.43E-05,6.15E-06,4.06E-06,1.29E-05
HD0028184-ZZM20230010.result.fasta,0,0,0,0,1,0,0,0,0
HD0028202-ZZM20230028.result.fasta,0,1,0,0,0,0,0,0,0
ZZM2023-160.result.fasta,0,0,0,0,0,1,0,0,0
N_328,1,1.56E-11,1.70E-15,6.28E-16,9.88E-12,7.77E-14,6.47E-13,3.67E-15,8.17E-15
SRR14852366.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852385.result.fasta,1,0,0,0,0,0,0,0,0
N_325,0.999999987,4.78E-09,6.32E-11,3.36E-11,3.76E-09,2.75E-10,3.70E-09,1.07E-10,1.42E-10
SRR14852365.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862525.result.fasta,1,0,0,0,0,0,0,0,0
N_323,0.999999799,6.65E-08,2.89E-09,1.92E-09,5.72E-08,8.30E-09,5.42E-08,4.36E-09,5.55E-09
SRR14852368.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852369.result.fasta,1,0,0,0,0,0,0,0,0
N_319,1,1.20E-15,1.31E-19,2.90E-20,6.63E-16,3.08E-18,7.45E-16,3.59E-19,5.62E-19
SRR14852392.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852370.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852377.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852391.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852487.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852364.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862531.result.fasta,1,0,0,0,0,0,0,0,0
N_311,1,2.27E-12,7.86E-15,3.26E-15,1.63E-12,5.47E-14,1.57E-11,1.55E-14,2.08E-14
SRR14852149.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852155.result.fasta,1,0,0,0,0,0,0,0,0
N_308,0.999999657,1.13E-07,4.98E-09,3.31E-09,9.73E-08,1.42E-08,9.26E-08,7.49E-09,9.55E-09
SRR14852148.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852242.result.fasta,1,0,0,0,0,0,0,0,0
N_305,0.999998502,1.70E-08,6.72E-10,4.44E-10,1.35E-08,1.94E-09,1.46E-06,1.38E-09,1.26E-09
HD0028306-ZZM2023404.result.fasta,0,0,0,0,0,0,1,0,0
SRR14852144.result.fasta,1,0,0,0,0,0,0,0,0
N_303,1,2.22E-26,4.44E-32,4.39E-33,9.99E-27,4.48E-30,1.20E-26,1.88E-31,3.03E-31
SRR14852151.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852206.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852203.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852556.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852197.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852146.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852204.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852205.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852125.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852147.result.fasta,1,0,0,0,0,0,0,0,0
N_390,1,6.37E-13,1.05E-16,4.36E-17,6.86E-12,1.51E-15,4.51E-14,2.26E-16,5.80E-16
SRR14852130.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852162.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862616.result.fasta,1,0,0,0,0,0,0,0,0
N_359,1,3.77E-13,5.10E-16,1.81E-16,2.45E-13,4.89E-15,2.67E-13,1.08E-15,1.59E-15
SRR14852127.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852269.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852302.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862617.result.fasta,1,0,0,0,0,0,0,0,0
N_354,1,4.14E-37,1.30E-48,1.28E-50,5.71E-38,1.29E-44,1.26E-37,1.91E-47,6.27E-47
SRR14852270.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862503.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852168.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852463.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852128.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852129.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852132.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852170.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852164.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852412.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852268.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862609.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862502.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852410.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852166.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852427.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852199.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852131.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852171.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852399.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852114.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852145.result.fasta,1,0,0,0,0,0,0,0,0
N_386,1,1.43E-42,4.25E-56,1.80E-58,1.37E-43,2.14E-51,3.60E-43,9.83E-55,3.90E-54
SRR14852565.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862506.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852464.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862554.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852485.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852189.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852201.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862606.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852165.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852178.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852481.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862492.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862550.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852465.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852395.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852200.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862563.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852156.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852484.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852417.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862607.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852133.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852483.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852398.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852124.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852482.result.fasta,1,0,0,0,0,0,0,0,0
N_632,1,5.26E-49,2.24E-62,1.42E-64,4.04E-48,5.79E-58,6.45E-50,5.37E-61,5.17E-60
SRR14852121.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852185.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852223.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852238.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852239.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852259.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852262.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852264.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852310.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852349.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852353.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852383.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852426.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852550.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852552.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862495.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862573.result.fasta,1,0,0,0,0,0,0,0,0
N_394,0.019114526,0.000311177,9.62E-05,0.000177193,0.978827064,5.21E-05,8.02E-05,0.000133928,0.001207654
HD0028187-ZZM20230013.result.fasta,0,0,0,0,1,0,0,0,0
HD0028189-ZZM20230015.result.fasta,0,0,0,0,1,0,0,0,0
N_620,0.999998915,3.54E-07,1.75E-08,1.21E-08,2.99E-07,4.73E-08,2.95E-07,2.58E-08,3.38E-08
SRR14852321.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852325.result.fasta,1,0,0,0,0,0,0,0,0
N_623,0.999998177,5.95E-07,2.94E-08,2.03E-08,5.03E-07,7.95E-08,4.95E-07,4.33E-08,5.66E-08
SRR14852345.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862536.result.fasta,1,0,0,0,0,0,0,0,0
N_603,0.999999967,1.23E-08,1.89E-10,1.06E-10,9.53E-09,7.69E-10,9.78E-09,3.12E-10,4.27E-10
SRR14862519.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852213.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852470.result.fasta,1,0,0,0,0,0,0,0,0
N_616,1,1.61E-13,7.37E-17,2.18E-17,9.48E-14,1.02E-15,1.10E-13,1.72E-16,2.70E-16
SRR14852499.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852560.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852516.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862535.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852307.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852498.result.fasta,1,0,0,0,0,0,0,0,0
N_419,0.999999867,4.45E-08,2.03E-09,1.38E-09,3.70E-08,5.63E-09,3.58E-08,3.02E-09,3.90E-09
SRR14852157.result.fasta,1,0,0,0,0,0,0,0,0
N_417,0.999999022,9.53E-07,2.54E-10,1.09E-10,1.47E-08,6.01E-10,8.41E-09,3.48E-10,4.59E-10
HD0028207-ZZM20230034.result.fasta,0,1,0,0,0,0,0,0,0
SRR14852115.result.fasta,1,0,0,0,0,0,0,0,0
N_416,0.999999997,1.06E-09,1.35E-11,7.10E-12,8.25E-10,5.93E-11,8.04E-10,2.29E-11,3.03E-11
SRR14852218.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852351.result.fasta,1,0,0,0,0,0,0,0,0
N_413,1,2.96E-17,8.69E-21,2.22E-21,1.84E-17,1.48E-19,1.88E-17,2.20E-20,3.14E-20
SRR14852578.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852577.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852580.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852453.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852173.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852447.result.fasta,1,0,0,0,0,0,0,0,0
N_405,1,4.94E-21,3.91E-26,5.15E-27,2.33E-21,2.36E-24,2.63E-21,1.41E-25,2.29E-25
SRR14852116.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852352.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862577.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852573.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852576.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852548.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852361.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852113.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852175.result.fasta,1,0,0,0,0,0,0,0,0
N_597,1,1.59E-34,1.58E-44,2.88E-46,2.91E-35,4.72E-41,5.59E-35,1.67E-43,4.69E-43
SRR14852122.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852139.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852142.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852192.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852209.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852236.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852257.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852293.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852303.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852350.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852389.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852390.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852422.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852425.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852428.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852501.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852553.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862491.result.fasta,1,0,0,0,0,0,0,0,0
N_578,1,3.46E-101,1.37E-134,1.47E-140,9.63E-104,6.09E-123,1.24E-102,2.80E-131,6.70E-130
SRR14862544.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852190.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852140.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852400.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862604.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862552.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862561.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862534.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852332.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852323.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852191.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852375.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852505.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852571.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852195.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852558.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862560.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852490.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862500.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852408.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852474.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852298.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852188.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862555.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852378.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852367.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852357.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852335.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852222.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862571.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852462.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852450.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852429.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852388.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852187.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852333.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852386.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852167.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852137.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852448.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862490.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852322.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862608.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862570.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852574.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852136.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852503.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852414.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862572.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852493.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852396.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862489.result.fasta,1,0,0,0,0,0,0,0,0
SRR14862562.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852261.result.fasta,1,0,0,0,0,0,0,0,0
SRR14852196.result.fasta,1,0,0,0,0,0,0,0,0
